,RegionName,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,# of Bedrooms,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08
70,11214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.5,1200.0,1200.0,1200.0,1200.0,1250.0,1212.5,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1225.0,1250.0,1265.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1275.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1325.0,1300.0,1320.0,1300.0,1325.0,1350.0,1350.0,1400.0,1400.0,1400.0,1400.0,1400.0,1445.0,1425.0,1400.0,1450.0,1400.0,1400.0,1462.5,1500.0,1450.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1545.0,1500.0,1550.0,1550.0,1550.0,1550.0,1585.0,1575.0,1550.0,1550.0,1550.0,1550.0,1600.0,1600.0,1600.0,1600.0,1575.0,1575.0,1575.0,1550.0,1600.0,1650.0,1612.5,1600.0,1600.0,1595.0,1600.0,1625.0,1650.0,1647.5,1,0.0,0.0,0.0,0.0,0.0,0.0
74,11207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1600.0,1625.0,1650.0,1787.5,1849.0,1900.0,1850.0,1900.0,1745.0,1850.0,1900.0,1898.0,1849.0,1695.0,1697.5,1786.5,1774.5,1947.5,1,0.0,0.0,0.0,0.0,0.0,0.0
76,11229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.5,1200.0,1250.0,1275.0,1275.0,1250.0,1195.0,1195.0,1250.0,1250.0,1200.0,1250.0,1262.5,1275.0,1300.0,1315.0,1350.0,1350.0,1350.0,1372.0,1400.0,1400.0,1350.0,1350.0,1350.0,1395.0,1400.0,1400.0,1400.0,1400.0,1385.0,1375.0,1375.0,1375.0,1390.0,1400.0,1400.0,1400.0,1450.0,1450.0,1450.0,1550.0,1550.0,1550.0,1550.0,1500.0,1500.0,1510.0,1500.0,1525.0,1500.0,1550.0,1550.0,1550.0,1525.0,1525.0,1550.0,1600.0,1575.0,1575.0,1600.0,1537.5,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1650.0,1650.0,1650.0,1650.0,1600.0,1650.0,1650.0,1650.0,1650.0,1675.0,1650.0,1650.0,1650.0,1650.0,1675.0,1675.0,1675.0,1690.0,1625.0,1675.0,1699.0,1700.0,1700.0,1700.0,1,0.0,0.0,0.0,0.0,0.0,0.0
83,10458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.5,975.0,975.0,975.0,975.0,975.0,995.0,975.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1050.0,1030.0,1027.5,1027.5,1050.0,1050.0,1100.0,1100.0,1095.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1155.0,1155.0,1195.0,1200.0,1195.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1297.5,1275.0,1300.0,1350.0,1345.0,1300.0,1300.0,1350.0,1350.0,1350.0,1300.0,1350.0,1350.0,1350.0,1400.0,1400.0,1400.0,1350.0,1400.0,1400.0,1400.0,1450.0,1450.0,1450.0,1475.0,1450.0,1450.0,1450.0,1450.0,1450.0,1462.5,1500.0,1500.0,1500.0,1450.0,1450.0,1462.5,1450.0,1450.0,1450.0,1450.0,1450.0,1475.0,1450.0,1450.0,1500.0,1500.0,1525.0,1595.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,0.0
90,11377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.0,1450.0,1450.0,1450.0,1450.0,1495.0,1515.0,1495.0,1495.0,1475.0,1475.0,1475.0,1495.0,1495.0,1495.0,1495.0,1495.0,1525.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1600.0,1675.0,1675.0,1650.0,1650.0,1625.0,1650.0,1700.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1775.0,1775.0,1775.0,1757.5,1775.0,1800.0,1775.0,1800.0,1750.0,1800.0,1800.0,1783.5,1750.0,1775.0,1775.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1750.0,1795.0,1700.0,1700.0,1725.0,1725.0,1750.0,1700.0,1750.0,1695.0,1700.0,1700.0,1697.0,1690.0,1700.0,1762.5,1795.0,1775.0,1775.0,1750.0,1775.0,1798.0,1795.0,1750.0,1732.5,1750.0,1700.0,1750.0,1750.0,1795.0,1795.0,1750.0,1785.0,1,0.0,0.0,0.0,0.0,0.0,0.0
94,10453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,950.0,975.0,995.0,975.0,975.0,975.0,950.0,975.0,975.0,1000.0,975.0,975.0,1000.0,1000.0,985.0,1100.0,1000.0,995.0,995.0,1000.0,1100.0,1100.0,1075.0,1050.0,1095.0,1097.5,1100.0,1150.0,1100.0,1150.0,1150.0,1175.0,1157.5,1150.0,1150.0,1200.0,1225.0,1225.0,1245.0,1200.0,1212.5,1250.0,1250.0,1250.0,1295.0,1290.0,1250.0,1250.0,1295.0,1297.5,1300.0,1325.0,1375.0,1350.0,1350.0,1350.0,1350.0,1300.0,1300.0,1350.0,1337.5,1350.0,1400.0,1450.0,1400.0,1400.0,1425.0,1425.0,1402.5,1400.0,1400.0,1400.0,1450.0,1450.0,1500.0,1495.0,1500.0,1462.0,1450.0,1450.0,1450.0,1450.0,1450.0,1500.0,1500.0,1450.0,1450.0,1475.0,1500.0,1497.5,1495.0,1500.0,1575.0,1500.0,1550.0,1600.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,0.0
95,10314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1325.0,1350.0,1350.0,1300.0,1250.0,1300.0,1250.0,1250.0,1250.0,1275.0,1300.0,1300.0,1300.0,1350.0,1350.0,1450.0,1397.5,1350.0,1350.0,1300.0,1385.0,1400.0,1375.0,1295.0,1300.0,1300.0,1300.0,1425.0,1400.0,1425.0,1400.0,1,0.0,0.0,0.0,0.0,0.0,0.0
96,11211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2500.0,2500.0,2600.0,2550.0,2600.0,2600.0,2500.0,2550.0,3000.0,2899.0,2812.5,2850.0,2725.0,2650.0,2686.0,2600.0,2500.0,2775.0,2800.0,2894.0,2950.0,3000.0,2954.0,2877.0,2877.0,2864.0,2888.0,2864.0,2999.5,3000.0,3000.0,3100.0,3000.0,2950.0,3000.0,2950.0,2887.0,2749.0,2685.0,2800.0,3050.0,2900.0,2800.0,2949.0,2895.0,2750.0,2900.0,2848.5,2800.0,2860.5,2700.0,2750.0,2767.0,2782.0,2750.0,2800.0,2800.0,2977.0,2995.0,2650.0,2700.0,2769.0,2799.0,2695.0,2676.0,2661.5,2699.0,2800.0,2900.0,2865.0,2800.0,2800.0,2700.0,2657.5,2600.0,2605.0,2682.5,2700.0,2750.0,2700.0,2700.0,2750.0,2750.0,2673.5,2750.0,2697.5,2929.0,3000.0,2899.0,2950.0,2943.5,2980.0,1,0.0,0.0,0.0,0.0,0.0,0.0
98,11234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1425.0,1500.0,1450.0,1500.0,1500.0,1475.0,1500.0,1450.0,1475.0,1500.0,1500.0,1500.0,1500.0,1500.0,1600.0,1475.0,1500.0,1550.0,1550.0,1575.0,1650.0,1600.0,1587.5,1600.0,1500.0,1500.0,1700.0,1550.0,1525.0,1500.0,1550.0,1699.0,1,0.0,0.0,0.0,0.0,0.0,0.0
100,11355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,1450.0,1425.0,1395.0,1372.0,1369.0,1350.0,1367.5,1371.0,1408.0,1400.0,1400.0,1395.0,1385.0,1390.0,1395.0,1404.0,1400.0,1408.0,1375.0,1400.0,1400.0,1400.0,1450.0,1475.0,1500.0,1500.0,1550.0,1545.0,1545.0,1507.5,1510.5,1500.0,1500.0,1500.0,1500.0,1550.0,1532.5,1550.0,1550.0,1550.0,1595.0,1485.0,1450.0,1550.0,1585.0,1595.0,1595.0,1575.0,1562.5,1600.0,1650.0,1595.0,1585.0,1600.0,1600.0,1650.0,1650.0,1650.0,1625.0,1650.0,1650.0,1650.0,1700.0,1650.0,1650.0,1675.0,1675.0,1650.0,1675.0,1675.0,1700.0,1675.0,1700.0,1700.0,1737.5,1700.0,1700.0,1700.0,1675.0,1750.0,1700.0,1700.0,1750.0,1750.0,1750.0,1750.0,1735.0,1700.0,1700.0,1700.0,1700.0,1700.0,1712.5,1725.0,1750.0,1800.0,1847.5,1800.0,1,0.0,0.0,0.0,0.0,0.0,0.0
103,10452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,999.0,1000.0,1000.0,1000.0,1000.0,1000.0,1050.0,1000.0,1000.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1075.0,1050.0,1000.0,1050.0,1100.0,1100.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1200.0,1200.0,1200.0,1250.0,1250.0,1247.5,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1252.0,1300.0,1300.0,1295.0,1300.0,1295.0,1300.0,1349.5,1350.0,1350.0,1350.0,1347.5,1350.0,1300.0,1350.0,1425.0,1362.5,1450.0,1350.0,1400.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1457.5,1495.0,1500.0,1525.0,1550.0,1550.0,1500.0,1500.0,1500.0,1595.0,1595.0,1595.0,1600.0,1625.0,1650.0,1550.0,1500.0,1500.0,1550.0,1575.0,1650.0,1650.0,1,0.0,0.0,0.0,0.0,0.0,0.0
104,11215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2100.0,1995.0,2000.0,1975.0,2000.0,1925.0,2000.0,2100.0,2000.0,2200.0,2100.0,2200.0,2150.0,2250.0,2250.0,2250.0,2150.0,2200.0,2300.0,2200.0,2100.0,2225.0,2262.5,2250.0,2300.0,2300.0,2300.0,2297.0,2300.0,2300.0,2300.0,2300.0,2400.0,2450.0,2300.0,2500.0,2400.0,2400.0,2400.0,2400.0,2396.5,2400.0,2400.0,2400.0,2400.0,2450.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2350.0,2348.0,2300.0,2350.0,2372.5,2400.0,2400.0,2300.0,2400.0,2432.0,2400.0,2395.0,2400.0,2450.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2350.0,2325.0,2350.0,2400.0,2400.0,2400.0,2423.0,2500.0,2500.0,2500.0,2447.0,2450.0,2456.0,2446.0,2475.0,2450.0,2595.0,2550.0,2500.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,0.0
118,11238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,1550.0,1550.0,1600.0,1700.0,1700.0,1700.0,1700.0,1800.0,1850.0,1890.0,1890.0,1895.0,1900.0,1925.0,1950.0,1922.0,1900.0,1900.0,1962.5,1995.0,2000.0,2000.0,2095.0,2195.0,2104.0,2100.0,2197.5,2200.0,2100.0,2100.0,2150.0,2200.0,2200.0,2200.0,2100.0,2150.0,2200.0,2299.0,2500.0,2495.0,2400.0,2450.0,2400.0,2350.0,2350.0,2350.0,2500.0,2499.0,2400.0,2400.0,2400.0,2300.0,2296.0,2300.0,2300.0,2300.0,2350.0,2399.5,2300.0,2350.0,2350.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2400.0,2300.0,2350.0,2400.0,2400.0,2400.0,2500.0,2500.0,2500.0,2350.0,2350.0,2373.5,2400.0,2415.0,2499.0,2400.0,2450.0,2600.0,2500.0,2500.0,2450.0,2450.0,2350.0,2400.0,2481.0,2514.0,2600.0,2692.0,2692.0,2650.0,2650.0,1,0.0,0.0,0.0,0.0,0.0,0.0
124,11385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,1850.0,1700.0,1600.0,1700.0,1650.0,1649.5,1600.0,1700.0,1650.0,1662.5,1700.0,1700.0,1750.0,1800.0,1975.0,1875.0,1800.0,1700.0,1750.0,1800.0,1762.5,1800.0,1850.0,1900.0,1895.0,1800.0,1750.0,1799.0,1800.0,1849.5,1850.0,1850.0,1799.0,1797.0,1800.0,1,0.0,0.0,0.0,0.0,0.0,0.0
134,11373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,1395.0,1395.0,1375.0,1375.0,1325.0,1350.0,1437.5,1450.0,1450.0,1395.0,1400.0,1400.0,1412.5,1420.0,1450.0,1450.0,1500.0,1485.0,1495.0,1450.0,1500.0,1500.0,1545.0,1550.0,1575.0,1550.0,1525.0,1550.0,1575.0,1550.0,1550.0,1560.0,1567.5,1550.0,1550.0,1600.0,1595.0,1595.0,1612.5,1625.0,1600.0,1650.0,1650.0,1600.0,1650.0,1695.0,1700.0,1700.0,1745.0,1699.5,1670.0,1750.0,1750.0,1750.0,1749.5,1750.0,1762.5,1800.0,1800.0,1780.0,1775.0,1750.0,1787.5,1800.0,1800.0,1800.0,1685.0,1699.0,1675.0,1705.0,1800.0,1800.0,1800.0,1825.0,1827.5,1800.0,1805.0,1825.0,1850.0,1827.5,1795.0,1740.0,1756.5,1800.0,1750.0,1700.0,1800.0,1900.0,1800.0,1800.0,1799.0,1795.0,1721.0,1700.0,1825.0,1787.5,1795.0,1850.0,1825.0,1,0.0,0.0,0.0,0.0,0.0,0.0
136,10468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,995.0,975.0,975.0,980.0,985.0,995.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1025.0,1000.0,1050.0,1050.0,1050.0,1050.0,1050.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1125.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1195.0,1199.0,1200.0,1245.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1250.0,1300.0,1300.0,1300.0,1300.0,1305.0,1375.0,1350.0,1349.0,1300.0,1350.0,1350.0,1300.0,1350.0,1400.0,1400.0,1450.0,1400.0,1400.0,1397.5,1400.0,1400.0,1400.0,1440.0,1450.0,1434.0,1450.0,1450.0,1450.0,1475.0,1475.0,1495.0,1500.0,1500.0,1500.0,1550.0,1500.0,1550.0,1550.0,1500.0,1600.0,1600.0,1550.0,1550.0,1550.0,1537.5,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1,0.0,0.0,0.0,0.0,0.0,0.0
139,10028,0.0,2300.0,2275.0,2195.0,2200.0,2200.0,2250.0,2300.0,2300.0,2300.0,2300.0,2350.0,2300.0,2350.0,2400.0,2375.0,2350.0,2300.0,2330.0,2300.0,2350.0,2380.0,2395.0,2395.0,2400.0,2400.0,2400.0,2400.0,2400.0,2350.0,2375.0,2395.0,2300.0,2400.0,2300.0,2350.0,2400.0,2450.0,2400.0,2449.0,2450.0,2495.0,2495.0,2495.0,2490.0,2450.0,2500.0,2562.5,2600.0,2600.0,2625.0,2650.0,2625.0,2650.0,2625.0,2625.0,2600.0,2600.0,2625.0,2600.0,2700.0,2695.0,2705.0,2700.0,2695.0,2700.0,2685.0,2685.0,2675.0,2650.0,2600.0,2550.0,2600.0,2600.0,2600.0,2600.0,2625.0,2600.0,2625.0,2600.0,2637.5,2700.0,2685.0,2575.0,2600.0,2550.0,2600.0,2584.5,2595.0,2575.0,2525.0,2550.0,2595.0,2600.0,2625.0,2625.0,2700.0,2700.0,2650.0,2675.0,2622.0,2620.0,2650.0,2644.0,2595.0,2650.0,2650.0,2695.0,1,0.0,0.0,0.0,0.0,0.0,0.0
150,11233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1300.0,1300.0,1220.0,1175.0,1200.0,1200.0,1250.0,1200.0,1200.0,1300.0,1300.0,1300.0,1300.0,1333.0,1350.0,1250.0,1150.0,1137.5,1250.0,1300.0,1300.0,1450.0,1600.0,1797.0,1675.0,1650.0,1500.0,1600.0,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1700.0,1600.0,1600.0,1795.0,1700.0,1550.0,1600.0,1650.0,1600.0,1500.0,1599.5,1725.0,1750.0,1700.0,1795.0,1795.0,1799.0,1700.0,1700.0,1700.0,1700.0,1700.0,1750.0,1700.0,1700.0,1750.0,1800.0,1850.0,1900.0,1900.0,1800.0,1800.0,1850.0,1810.0,1950.0,1900.0,1900.0,1900.0,1995.0,2000.0,1900.0,1900.0,1900.0,1895.0,1850.0,1900.0,1925.0,1925.0,1950.0,1900.0,1899.5,1900.0,1949.0,1899.0,1995.0,1950.0,2025.0,2000.0,1950.0,1990.0,1975.0,2000.0,2108.0,1,0.0,0.0,0.0,0.0,0.0,0.0
158,10027,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,1600.0,1600.0,1725.0,1725.0,1695.0,1650.0,1597.5,1695.0,1650.0,1695.0,1697.5,1675.0,1675.0,1700.0,1800.0,1825.0,1850.0,1899.5,1980.0,1950.0,1800.0,1750.0,1750.0,1800.0,1800.0,1750.0,1875.0,1895.0,1800.0,1895.0,1750.0,1800.0,1750.0,1795.0,1750.0,1750.0,1750.0,1800.0,1850.0,1950.0,1950.0,1950.0,1975.0,1900.0,1962.5,1975.0,1975.0,2038.5,2000.0,1975.0,2097.5,2025.0,2100.0,1975.0,1975.0,1975.0,1975.0,1975.0,1995.0,2000.0,2000.0,2047.5,1995.0,2095.0,2195.0,1975.0,2000.0,2100.0,1975.0,2250.0,2200.0,2200.0,2100.0,2150.0,2150.0,2100.0,2047.5,2100.0,2100.0,2125.0,2025.0,2200.0,2295.0,2200.0,2150.0,2199.0,2150.0,2150.0,2000.0,2095.0,2099.5,1996.5,1975.0,2162.0,2200.0,2200.0,2250.0,2300.0,2297.5,2250.0,2300.0,1,0.0,0.0,0.0,0.0,0.0,0.0
165,10457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,975.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,975.0,975.0,975.0,1000.0,1000.0,1012.5,1000.0,975.0,1000.0,1000.0,1050.0,1020.0,1000.0,1050.0,1100.0,1050.0,1075.0,1100.0,1100.0,1150.0,1150.0,1150.0,1197.0,1150.0,1150.0,1200.0,1235.0,1150.0,1200.0,1200.0,1200.0,1150.0,1150.0,1200.0,1300.0,1251.0,1275.0,1250.0,1250.0,1252.0,1300.0,1250.0,1287.5,1300.0,1300.0,1300.0,1300.0,1275.0,1300.0,1300.0,1350.0,1375.0,1300.0,1350.0,1350.0,1350.0,1350.0,1350.0,1400.0,1400.0,1425.0,1450.0,1400.0,1387.5,1450.0,1500.0,1500.0,1500.0,1437.5,1475.0,1500.0,1465.0,1450.0,1450.0,1497.5,1450.0,1450.0,1450.0,1450.0,1450.5,1492.5,1500.0,1500.0,1500.0,1550.0,1600.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,0.0
179,11372,0.0,0.0,0.0,0.0,0.0,1537.5,1500.0,1512.5,1512.5,1512.5,1500.0,1495.0,1475.0,1495.0,1525.0,1600.0,1600.0,1500.0,1495.0,1500.0,1550.0,1525.0,1525.0,1498.5,1495.0,1500.0,1562.5,1600.0,1550.0,1550.0,1500.0,1575.0,1600.0,1625.0,1650.0,1662.5,1695.0,1650.0,1650.0,1650.0,1675.0,1700.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1825.0,1825.0,1825.0,1820.0,1825.0,1800.0,1800.0,1785.0,1750.0,1797.5,1741.0,1800.0,1700.0,1775.0,1719.0,1750.0,1742.0,1712.5,1750.0,1750.0,1744.5,1746.0,1742.0,1700.0,1725.5,1795.0,1800.0,1797.5,1795.0,1760.0,1764.0,1750.0,1750.0,1762.5,1775.0,1718.0,1750.0,1700.0,1749.0,1750.0,1745.0,1800.0,1788.0,1800.0,1750.0,1,0.0,0.0,0.0,0.0,0.0,0.0
195,11218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,1350.0,1350.0,1400.0,1425.0,1400.0,1400.0,1375.0,1345.0,1382.5,1500.0,1450.0,1450.0,1600.0,1600.0,1750.0,1750.0,1650.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1600.0,1650.0,1600.0,1750.0,1772.5,1750.0,1700.0,1850.0,1875.0,1900.0,1875.0,1795.0,1700.0,1700.0,1750.0,1750.0,1850.0,1700.0,1699.0,1700.0,1800.0,1975.0,2100.0,1900.0,1850.0,1900.0,2000.0,2100.0,2100.0,2050.0,2000.0,1999.0,1875.0,1800.0,1850.0,1900.0,1950.0,1950.0,2000.0,2350.0,2225.0,1875.0,1875.0,1800.0,1837.5,1850.0,1850.0,2000.0,1975.0,1900.0,1950.0,1870.0,1825.0,1825.0,1895.0,1975.0,1892.0,1921.0,1935.0,1825.0,2012.5,1900.0,1950.0,1800.0,1825.0,1900.0,1900.0,1800.0,1797.0,1800.0,1995.0,1850.0,1900.0,1925.0,1,0.0,0.0,0.0,0.0,0.0,0.0
198,11223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1200.0,1200.0,1250.0,1250.0,1200.0,1200.0,1250.0,1250.0,1300.0,1275.0,1300.0,1350.0,1300.0,1325.0,1350.0,1350.0,1300.0,1325.0,1325.0,1350.0,1375.0,1350.0,1350.0,1350.0,1300.0,1350.0,1385.0,1350.0,1325.0,1350.0,1350.0,1385.0,1400.0,1395.0,1362.5,1400.0,1400.0,1400.0,1380.0,1400.0,1400.0,1400.0,1400.0,1450.0,1500.0,1499.0,1500.0,1500.0,1500.0,1497.0,1499.0,1500.0,1500.0,1550.0,1550.0,1550.0,1500.0,1600.0,1587.0,1500.0,1500.0,1575.0,1675.0,1600.0,1600.0,1595.0,1600.0,1600.0,1600.0,1600.0,1625.0,1562.5,1550.0,1599.0,1612.5,1665.0,1625.0,1625.0,1600.0,1600.0,1600.0,1625.0,1612.5,1600.0,1595.0,1550.0,1595.0,1597.0,1599.0,1600.0,1600.0,1626.0,1600.0,1600.0,1700.0,1680.0,1,0.0,0.0,0.0,0.0,0.0,0.0
201,10021,0.0,2550.0,2400.0,2327.0,2397.5,2125.0,2400.0,2550.0,2570.0,2562.5,2500.0,2590.0,2550.0,2500.0,2695.0,2650.0,2700.0,2700.0,2625.0,2600.0,2512.5,2550.0,2500.0,2500.0,2550.0,2600.0,2625.0,2625.0,2600.0,2650.0,2600.0,2600.0,2550.0,2500.0,2400.0,2550.0,2600.0,2650.0,2700.0,2700.0,2750.0,2750.0,2775.0,2775.0,2795.0,2795.0,2837.5,2800.0,2850.0,2885.0,2895.0,2900.0,2850.0,2975.0,2950.0,2900.0,2850.0,2895.0,2900.0,2985.0,2975.0,2900.0,2872.5,2900.0,2950.0,2900.0,2975.0,2975.0,2950.0,2895.0,2800.0,2962.5,2900.0,2950.0,2872.5,2872.5,2895.0,2900.0,2900.0,2850.0,2826.0,2800.0,2800.0,2797.0,2830.0,2795.0,2795.0,2895.0,2892.0,2831.0,2800.0,2865.0,2850.0,2800.0,2825.0,2795.0,2750.0,2812.5,2900.0,2900.0,2850.0,2900.0,2950.0,2895.0,2900.0,2933.0,2897.5,2790.0,1,0.0,0.0,0.0,0.0,0.0,0.0
